	case	comparison	SNF: FDA & CGC
204827	SC_9062	ACH-000212	0.9979251730269609
205205	SC_9062	ACH-001189	0.997925365248583
204794	SC_9062	ACH-000121	0.9979254750295293
205166	SC_9062	ACH-000919	0.9979255794421426
205000	SC_9062	ACH-000587	0.9979257904989729
205092	SC_9062	ACH-000776	0.9979261830991533
205182	SC_9062	ACH-000968	0.997926234876742
204923	SC_9062	ACH-000431	0.9979262747105792
204816	SC_9062	ACH-000187	0.9979262840822578
205081	SC_9062	ACH-000748	0.9979263804110062
204811	SC_9062	ACH-000174	0.997926684509123
204982	SC_9062	ACH-000559	0.9979268655728895
204874	SC_9062	ACH-000332	0.9979270113103161
205028	SC_9062	ACH-000643	0.9979271131813247
204999	SC_9062	ACH-000586	0.9979273082763054
205032	SC_9062	ACH-000651	0.9979273171196503
204803	SC_9062	ACH-000148	0.9979277423705535
204967	SC_9062	ACH-000525	0.9979280125853769
205019	SC_9062	ACH-000625	0.9979280654388316
205200	SC_9062	ACH-001090	0.9979282223473421
204925	SC_9062	ACH-000434	0.9979283788764338
205061	SC_9062	ACH-000706	0.9979283953039926
205150	SC_9062	ACH-000883	0.997928764807525
205116	SC_9062	ACH-000824	0.997928790874259
205177	SC_9062	ACH-000955	0.9979290213167722
205206	SC_9062	ACH-001190	0.9979297968373362
204907	SC_9062	ACH-000399	0.9979299096573868
204983	SC_9062	ACH-000560	0.9979300427397029
205086	SC_9062	ACH-000759	0.997930566353387
205132	SC_9062	ACH-000855	0.9979309253878866
204822	SC_9062	ACH-000200	0.9979311779024351
205191	SC_9062	ACH-000998	0.9979312438313879
204897	SC_9062	ACH-000379	0.9979313102452101
205193	SC_9062	ACH-001021	0.997931518039428
204837	SC_9062	ACH-000238	0.9979320139595222
205184	SC_9062	ACH-000971	0.9979324588272451
204782	SC_9062	ACH-000100	0.997932509274604
205073	SC_9062	ACH-000729	0.9979327175038852
204998	SC_9062	ACH-000585	0.9979328971377932
204980	SC_9062	ACH-000555	0.9979332819331573
204790	SC_9062	ACH-000115	0.9979337531062921
204761	SC_9062	ACH-000015	0.9979339286409619
205167	SC_9062	ACH-000924	0.9979341528803846
205136	SC_9062	ACH-000860	0.9979345007188358
205096	SC_9062	ACH-000783	0.9979347765980648
204894	SC_9062	ACH-000374	0.9979347985076784
205029	SC_9062	ACH-000647	0.9979358617328389
205016	SC_9062	ACH-000621	0.9979363275834691
205172	SC_9062	ACH-000940	0.9979367580858122
204857	SC_9062	ACH-000290	0.9979369293031233
204791	SC_9062	ACH-000116	0.9979372893780003
205085	SC_9062	ACH-000756	0.9979374338970989
205192	SC_9062	ACH-001016	0.9979377413707833
205040	SC_9062	ACH-000667	0.9979381491978512
205055	SC_9062	ACH-000693	0.9979381841629603
204956	SC_9062	ACH-000504	0.9979387555568772
205144	SC_9062	ACH-000871	0.9979390590158996
205125	SC_9062	ACH-000843	0.9979397899297171
205170	SC_9062	ACH-000929	0.9979398357055105
204948	SC_9062	ACH-000483	0.9979398402624854
204850	SC_9062	ACH-000265	0.9979400899246673
205157	SC_9062	ACH-000900	0.9979401646171251
204846	SC_9062	ACH-000257	0.9979408888570435
205059	SC_9062	ACH-000703	0.9979409027539502
204845	SC_9062	ACH-000254	0.9979423326082899
204984	SC_9062	ACH-000561	0.9979431427045238
204912	SC_9062	ACH-000416	0.9979431861819349
204861	SC_9062	ACH-000298	0.9979447976876089
205010	SC_9062	ACH-000613	0.9979473966521027
204818	SC_9062	ACH-000189	0.9979507238739818
204951	SC_9062	ACH-000488	0.9979510644275844
205076	SC_9062	ACH-000738	0.9979511929306274
204759	SC_9062	ACH-000009	0.9979517027201905
204869	SC_9062	ACH-000319	0.99795184859853
204760	SC_9062	ACH-000012	0.9979526882880453
205067	SC_9062	ACH-000719	0.9979541674053819
204920	SC_9062	ACH-000428	0.9979544337313341
204992	SC_9062	ACH-000572	0.9979561997644857
205129	SC_9062	ACH-000849	0.9979602017218926
205159	SC_9062	ACH-000903	0.9979606640683156
205114	SC_9062	ACH-000819	0.9979622220209557
204766	SC_9062	ACH-000035	0.9979630842478634
205160	SC_9062	ACH-000906	0.9979640301965703
205155	SC_9062	ACH-000893	0.997964345175377
204852	SC_9062	ACH-000270	0.9979667626399922
205045	SC_9062	ACH-000674	0.9979667689190043
204804	SC_9062	ACH-000149	0.9979704635783788
205063	SC_9062	ACH-000713	0.997971416292782
205199	SC_9062	ACH-001089	0.9979716412257119
205099	SC_9062	ACH-000788	0.9979716529037512
205100	SC_9062	ACH-000789	0.9979727335541629
205106	SC_9062	ACH-000802	0.997973221714962
204848	SC_9062	ACH-000259	0.997974566104642
205054	SC_9062	ACH-000691	0.9979746267750262
205119	SC_9062	ACH-000827	0.9979748755122572
204933	SC_9062	ACH-000449	0.9979753383151783
205013	SC_9062	ACH-000616	0.9979764756141616
204756	SC_9062	ACH-000001	0.9979767334642832
205038	SC_9062	ACH-000665	0.9979777206641467
205021	SC_9062	ACH-000628	0.9979780379620953
205161	SC_9062	ACH-000910	0.9979781530816789
205066	SC_9062	ACH-000718	0.997978373062738
205102	SC_9062	ACH-000792	0.9979785528299941
204968	SC_9062	ACH-000527	0.9979787556799413
204953	SC_9062	ACH-000491	0.997978764298417
204769	SC_9062	ACH-000047	0.9979793992730265
205027	SC_9062	ACH-000640	0.9979801202201748
204997	SC_9062	ACH-000584	0.9979805884451817
205031	SC_9062	ACH-000650	0.997980955135455
204819	SC_9062	ACH-000191	0.9979813426987628
204942	SC_9062	ACH-000472	0.9979815410082988
204975	SC_9062	ACH-000545	0.9979816838891048
204851	SC_9062	ACH-000269	0.9979820323810452
205196	SC_9062	ACH-001039	0.9979821307219339
204800	SC_9062	ACH-000144	0.9979823332538692
204917	SC_9062	ACH-000424	0.9979823477989698
204985	SC_9062	ACH-000562	0.9979825788858137
204802	SC_9062	ACH-000147	0.9979833408711251
205185	SC_9062	ACH-000976	0.9979838041130006
205047	SC_9062	ACH-000677	0.9979839981738993
204863	SC_9062	ACH-000304	0.9979840649239272
205186	SC_9062	ACH-000979	0.9979843055470417
205074	SC_9062	ACH-000730	0.9979843721799263
205128	SC_9062	ACH-000848	0.9979849744963928
204770	SC_9062	ACH-000052	0.9979858005010999
204824	SC_9062	ACH-000207	0.9979858351841888
204977	SC_9062	ACH-000547	0.9979861012057651
204873	SC_9062	ACH-000330	0.9979864801837763
205035	SC_9062	ACH-000657	0.9979867694295406
205195	SC_9062	ACH-001024	0.9979869698907183
205203	SC_9062	ACH-001138	0.9979870124256633
204825	SC_9062	ACH-000210	0.9979876932499819
204964	SC_9062	ACH-000521	0.9979878980555328
204810	SC_9062	ACH-000171	0.9979880373985179
205024	SC_9062	ACH-000637	0.997988142239346
205034	SC_9062	ACH-000655	0.9979884239417179
205050	SC_9062	ACH-000680	0.9979889193768264
204931	SC_9062	ACH-000447	0.9979893018639489
205097	SC_9062	ACH-000784	0.9979896989419447
205120	SC_9062	ACH-000828	0.997989971346077
205126	SC_9062	ACH-000846	0.9979901179430891
204868	SC_9062	ACH-000318	0.9979903468437115
204963	SC_9062	ACH-000518	0.9979908608898043
205145	SC_9062	ACH-000873	0.9979910784794002
204836	SC_9062	ACH-000236	0.9979913173288018
205154	SC_9062	ACH-000892	0.99799132945517
204849	SC_9062	ACH-000264	0.99799168584606
205084	SC_9062	ACH-000755	0.9979917946238218
204978	SC_9062	ACH-000548	0.997992444870813
205194	SC_9062	ACH-001023	0.9979933202008149
205188	SC_9062	ACH-000986	0.9979935675581848
205115	SC_9062	ACH-000823	0.9979939489007369
204882	SC_9062	ACH-000351	0.9979939607448584
205058	SC_9062	ACH-000699	0.9979940153832426
204838	SC_9062	ACH-000242	0.9979941553257803
205049	SC_9062	ACH-000679	0.9979944856047924
204919	SC_9062	ACH-000427	0.9979950418946228
205135	SC_9062	ACH-000859	0.9979951238567756
205026	SC_9062	ACH-000639	0.9979951793724768
204898	SC_9062	ACH-000381	0.9979959778419539
205006	SC_9062	ACH-000603	0.9979960282247469
205068	SC_9062	ACH-000720	0.9979962631484512
205165	SC_9062	ACH-000917	0.9979962731294166
204939	SC_9062	ACH-000465	0.9979963593019581
204946	SC_9062	ACH-000481	0.9979964941559419
204768	SC_9062	ACH-000042	0.997996949917625
204900	SC_9062	ACH-000384	0.9979974625656979
204930	SC_9062	ACH-000443	0.9979976000188358
204890	SC_9062	ACH-000360	0.9979976745624483
204870	SC_9062	ACH-000320	0.9979977880387951
204888	SC_9062	ACH-000358	0.9979978214983803
204821	SC_9062	ACH-000196	0.9979979198411654
204899	SC_9062	ACH-000383	0.9979983237851117
205108	SC_9062	ACH-000809	0.9979984334392253
205142	SC_9062	ACH-000867	0.9979994391565227
205012	SC_9062	ACH-000615	0.9980005483676108
204887	SC_9062	ACH-000356	0.9980006235508347
205140	SC_9062	ACH-000865	0.9980008697622775
204776	SC_9062	ACH-000082	0.9980011029665344
205110	SC_9062	ACH-000811	0.9980011207289041
205152	SC_9062	ACH-000888	0.998001459558316
205111	SC_9062	ACH-000812	0.9980014976836826
205060	SC_9062	ACH-000704	0.998001634606835
205048	SC_9062	ACH-000678	0.9980016724695093
204996	SC_9062	ACH-000581	0.9980019975767584
205164	SC_9062	ACH-000916	0.9980020297436584
205071	SC_9062	ACH-000725	0.9980023849063081
204862	SC_9062	ACH-000303	0.9980028739189635
204841	SC_9062	ACH-000248	0.9980031421589941
204905	SC_9062	ACH-000395	0.9980032501844793
204763	SC_9062	ACH-000021	0.9980034833907685
204994	SC_9062	ACH-000577	0.9980035435548396
205072	SC_9062	ACH-000727	0.9980037191529529
204927	SC_9062	ACH-000438	0.9980037711705195
205187	SC_9062	ACH-000985	0.9980038809902165
204793	SC_9062	ACH-000118	0.9980041718760635
204865	SC_9062	ACH-000308	0.998004233862265
204940	SC_9062	ACH-000469	0.9980046254517695
204833	SC_9062	ACH-000228	0.99800466696031
204853	SC_9062	ACH-000276	0.9980049514933085
205011	SC_9062	ACH-000614	0.9980056197513005
204958	SC_9062	ACH-000508	0.9980058472313548
