	case	comparison	SNF: FDA & CGC
205054	MEL-IPI_Pat123	ACH-000691	0.9978856411487083
204904	MEL-IPI_Pat123	ACH-000394	0.9978860737486648
205010	MEL-IPI_Pat123	ACH-000613	0.9978864080904349
205173	MEL-IPI_Pat123	ACH-000945	0.9978865034070828
205038	MEL-IPI_Pat123	ACH-000665	0.9978877182522402
205142	MEL-IPI_Pat123	ACH-000867	0.9978884473844354
204819	MEL-IPI_Pat123	ACH-000191	0.9978890023048176
204961	MEL-IPI_Pat123	ACH-000515	0.997889230619241
204869	MEL-IPI_Pat123	ACH-000319	0.9978893231778498
204942	MEL-IPI_Pat123	ACH-000472	0.9978895512997809
205135	MEL-IPI_Pat123	ACH-000859	0.9978899143768928
204848	MEL-IPI_Pat123	ACH-000259	0.9978899946413403
204793	MEL-IPI_Pat123	ACH-000118	0.9978906800181804
204968	MEL-IPI_Pat123	ACH-000527	0.9978907515527208
204900	MEL-IPI_Pat123	ACH-000384	0.9978909175616161
205021	MEL-IPI_Pat123	ACH-000628	0.9978915492655238
205034	MEL-IPI_Pat123	ACH-000655	0.997891882057968
205128	MEL-IPI_Pat123	ACH-000848	0.9978921056861945
205035	MEL-IPI_Pat123	ACH-000657	0.9978921899812165
205062	MEL-IPI_Pat123	ACH-000711	0.9978922146067745
205169	MEL-IPI_Pat123	ACH-000927	0.9978922302470673
205120	MEL-IPI_Pat123	ACH-000828	0.9978925067887245
204868	MEL-IPI_Pat123	ACH-000318	0.997892611411648
204890	MEL-IPI_Pat123	ACH-000360	0.9978929889643494
205187	MEL-IPI_Pat123	ACH-000985	0.9978931212258934
204841	MEL-IPI_Pat123	ACH-000248	0.9978934233265161
205048	MEL-IPI_Pat123	ACH-000678	0.9978951806727271
204975	MEL-IPI_Pat123	ACH-000545	0.9978955372981351
204857	MEL-IPI_Pat123	ACH-000290	0.99789660159069
205049	MEL-IPI_Pat123	ACH-000679	0.9978970610237964
204870	MEL-IPI_Pat123	ACH-000320	0.997897161319089
204834	MEL-IPI_Pat123	ACH-000231	0.9978974795134803
204836	MEL-IPI_Pat123	ACH-000236	0.9978984597856944
205047	MEL-IPI_Pat123	ACH-000677	0.997898817619446
204969	MEL-IPI_Pat123	ACH-000528	0.997899077006746
205095	MEL-IPI_Pat123	ACH-000781	0.9978998193677588
204873	MEL-IPI_Pat123	ACH-000330	0.9978998385154911
204853	MEL-IPI_Pat123	ACH-000276	0.9978998648692521
205112	MEL-IPI_Pat123	ACH-000816	0.9978998855757462
204919	MEL-IPI_Pat123	ACH-000427	0.9978998982061908
205065	MEL-IPI_Pat123	ACH-000717	0.9979001339379184
204898	MEL-IPI_Pat123	ACH-000381	0.9979005495938799
204862	MEL-IPI_Pat123	ACH-000303	0.9979006914889142
205124	MEL-IPI_Pat123	ACH-000841	0.9979018166198916
204802	MEL-IPI_Pat123	ACH-000147	0.997903719946717
205051	MEL-IPI_Pat123	ACH-000681	0.9979047527612986
204804	MEL-IPI_Pat123	ACH-000149	0.9979048299591918
205130	MEL-IPI_Pat123	ACH-000852	0.9979051665784774
205069	MEL-IPI_Pat123	ACH-000722	0.9979064797812702
205098	MEL-IPI_Pat123	ACH-000787	0.9979065840682873
205102	MEL-IPI_Pat123	ACH-000792	0.9979067913746381
204800	MEL-IPI_Pat123	ACH-000144	0.9979072064837619
204760	MEL-IPI_Pat123	ACH-000012	0.9979074131389607
204818	MEL-IPI_Pat123	ACH-000189	0.9979085184303476
204762	MEL-IPI_Pat123	ACH-000018	0.9979089862680426
205103	MEL-IPI_Pat123	ACH-000793	0.9979089981305643
205199	MEL-IPI_Pat123	ACH-001089	0.9979092440447106
205111	MEL-IPI_Pat123	ACH-000812	0.9979093476261387
204768	MEL-IPI_Pat123	ACH-000042	0.9979097467736168
205045	MEL-IPI_Pat123	ACH-000674	0.9979098732801971
204945	MEL-IPI_Pat123	ACH-000480	0.9979101324514852
204774	MEL-IPI_Pat123	ACH-000075	0.9979108020689031
205188	MEL-IPI_Pat123	ACH-000986	0.9979108681769139
204899	MEL-IPI_Pat123	ACH-000383	0.9979111468097459
204965	MEL-IPI_Pat123	ACH-000522	0.9979121915234447
205025	MEL-IPI_Pat123	ACH-000638	0.9979125284386712
204957	MEL-IPI_Pat123	ACH-000506	0.9979127186633814
204950	MEL-IPI_Pat123	ACH-000486	0.9979127807998123
205094	MEL-IPI_Pat123	ACH-000780	0.9979132966891507
204963	MEL-IPI_Pat123	ACH-000518	0.9979134826996056
204887	MEL-IPI_Pat123	ACH-000356	0.9979153603657276
204953	MEL-IPI_Pat123	ACH-000491	0.9979156501634772
205067	MEL-IPI_Pat123	ACH-000719	0.9979163555967291
205197	MEL-IPI_Pat123	ACH-001049	0.9979164904778419
205009	MEL-IPI_Pat123	ACH-000610	0.9979181112838377
204932	MEL-IPI_Pat123	ACH-000448	0.9979184805777194
204805	MEL-IPI_Pat123	ACH-000153	0.9979189301232481
204924	MEL-IPI_Pat123	ACH-000433	0.9979190239260705
204831	MEL-IPI_Pat123	ACH-000223	0.9979196759620456
204937	MEL-IPI_Pat123	ACH-000457	0.9979205373604925
204772	MEL-IPI_Pat123	ACH-000062	0.9979208891410385
205023	MEL-IPI_Pat123	ACH-000633	0.9979210187743341
204970	MEL-IPI_Pat123	ACH-000530	0.997921040352469
204770	MEL-IPI_Pat123	ACH-000052	0.9979226836578492
204884	MEL-IPI_Pat123	ACH-000353	0.997922695888017
204825	MEL-IPI_Pat123	ACH-000210	0.9979228321086621
204972	MEL-IPI_Pat123	ACH-000535	0.9979236903029701
205064	MEL-IPI_Pat123	ACH-000716	0.9979246040857057
205139	MEL-IPI_Pat123	ACH-000864	0.9979248900891747
205046	MEL-IPI_Pat123	ACH-000675	0.9979251663756806
204875	MEL-IPI_Pat123	ACH-000335	0.9979256208992502
205121	MEL-IPI_Pat123	ACH-000830	0.9979261877132851
205175	MEL-IPI_Pat123	ACH-000949	0.9979264306458656
205041	MEL-IPI_Pat123	ACH-000668	0.9979270260917564
204947	MEL-IPI_Pat123	ACH-000482	0.9979271520708586
205015	MEL-IPI_Pat123	ACH-000620	0.9979276230168302
204807	MEL-IPI_Pat123	ACH-000159	0.9979283567096604
205008	MEL-IPI_Pat123	ACH-000609	0.9979283746555897
205134	MEL-IPI_Pat123	ACH-000858	0.9979284691916442
204866	MEL-IPI_Pat123	ACH-000309	0.997928584229915
205109	MEL-IPI_Pat123	ACH-000810	0.9979287352506148
205118	MEL-IPI_Pat123	ACH-000826	0.9979290500013387
204856	MEL-IPI_Pat123	ACH-000288	0.9979295623548843
204922	MEL-IPI_Pat123	ACH-000430	0.9979304442935164
204880	MEL-IPI_Pat123	ACH-000349	0.9979305514387911
205123	MEL-IPI_Pat123	ACH-000840	0.9979306200125752
204810	MEL-IPI_Pat123	ACH-000171	0.9979310042959276
204917	MEL-IPI_Pat123	ACH-000424	0.997931085049828
205090	MEL-IPI_Pat123	ACH-000772	0.9979314581123532
205001	MEL-IPI_Pat123	ACH-000589	0.9979318078057215
205195	MEL-IPI_Pat123	ACH-001024	0.9979323659751222
204796	MEL-IPI_Pat123	ACH-000132	0.9979323785480435
205137	MEL-IPI_Pat123	ACH-000861	0.9979326856529397
204872	MEL-IPI_Pat123	ACH-000329	0.997932757214753
205201	MEL-IPI_Pat123	ACH-001125	0.9979327610850584
204974	MEL-IPI_Pat123	ACH-000544	0.9979331639576889
204896	MEL-IPI_Pat123	ACH-000378	0.997934132497568
204784	MEL-IPI_Pat123	ACH-000103	0.9979349573379017
204914	MEL-IPI_Pat123	ACH-000420	0.9979351995069394
205105	MEL-IPI_Pat123	ACH-000800	0.9979371253441537
204798	MEL-IPI_Pat123	ACH-000139	0.9979375822871239
204913	MEL-IPI_Pat123	ACH-000417	0.9979377321301062
204895	MEL-IPI_Pat123	ACH-000376	0.9979379089888792
204859	MEL-IPI_Pat123	ACH-000292	0.9979383767687181
204962	MEL-IPI_Pat123	ACH-000516	0.9979384481435515
204757	MEL-IPI_Pat123	ACH-000007	0.9979384704231193
204993	MEL-IPI_Pat123	ACH-000574	0.9979388033653227
204785	MEL-IPI_Pat123	ACH-000107	0.9979392861545333
204908	MEL-IPI_Pat123	ACH-000400	0.9979393191299822
204843	MEL-IPI_Pat123	ACH-000250	0.9979398218698552
205089	MEL-IPI_Pat123	ACH-000769	0.9979399332212799
204844	MEL-IPI_Pat123	ACH-000252	0.9979403205419247
204921	MEL-IPI_Pat123	ACH-000429	0.9979403527263598
204951	MEL-IPI_Pat123	ACH-000488	0.9979403767047904
204952	MEL-IPI_Pat123	ACH-000489	0.9979407685702412
204936	MEL-IPI_Pat123	ACH-000452	0.9979408464020172
204954	MEL-IPI_Pat123	ACH-000496	0.9979411329951104
204817	MEL-IPI_Pat123	ACH-000188	0.9979416868668501
205077	MEL-IPI_Pat123	ACH-000740	0.9979418305790909
204830	MEL-IPI_Pat123	ACH-000222	0.9979418332970927
205033	MEL-IPI_Pat123	ACH-000652	0.997941951580365
204955	MEL-IPI_Pat123	ACH-000501	0.997942160244657
204806	MEL-IPI_Pat123	ACH-000155	0.997942855274942
205093	MEL-IPI_Pat123	ACH-000778	0.9979428944628898
204813	MEL-IPI_Pat123	ACH-000178	0.9979429054820027
205151	MEL-IPI_Pat123	ACH-000886	0.9979430960056569
204941	MEL-IPI_Pat123	ACH-000470	0.997943437321074
204944	MEL-IPI_Pat123	ACH-000476	0.9979436285102593
205043	MEL-IPI_Pat123	ACH-000670	0.9979436704342599
205088	MEL-IPI_Pat123	ACH-000767	0.9979436810137879
205056	MEL-IPI_Pat123	ACH-000696	0.9979439629818615
204971	MEL-IPI_Pat123	ACH-000532	0.9979444587398927
205004	MEL-IPI_Pat123	ACH-000599	0.9979444728560296
205078	MEL-IPI_Pat123	ACH-000743	0.997945439299759
204860	MEL-IPI_Pat123	ACH-000293	0.9979458086975754
204789	MEL-IPI_Pat123	ACH-000114	0.9979460761895804
204779	MEL-IPI_Pat123	ACH-000094	0.9979461847266791
205181	MEL-IPI_Pat123	ACH-000966	0.997946649989669
204949	MEL-IPI_Pat123	ACH-000484	0.997946833412754
204769	MEL-IPI_Pat123	ACH-000047	0.997947118028513
204879	MEL-IPI_Pat123	ACH-000348	0.9979475379146409
204915	MEL-IPI_Pat123	ACH-000421	0.997948934361459
204918	MEL-IPI_Pat123	ACH-000425	0.9979493023481002
204871	MEL-IPI_Pat123	ACH-000322	0.9979498995051889
205079	MEL-IPI_Pat123	ACH-000744	0.9979515505746719
204835	MEL-IPI_Pat123	ACH-000235	0.9979521765346419
204758	MEL-IPI_Pat123	ACH-000008	0.9979537984369261
205072	MEL-IPI_Pat123	ACH-000727	0.9979547644952428
205101	MEL-IPI_Pat123	ACH-000790	0.9979549743523257
204928	MEL-IPI_Pat123	ACH-000441	0.9979551454137853
204854	MEL-IPI_Pat123	ACH-000277	0.9979553657606277
204916	MEL-IPI_Pat123	ACH-000423	0.9979567229545836
204792	MEL-IPI_Pat123	ACH-000117	0.9979601916942688
205131	MEL-IPI_Pat123	ACH-000853	0.997962141260537
204858	MEL-IPI_Pat123	ACH-000291	0.9979622724122227
205138	MEL-IPI_Pat123	ACH-000863	0.9979627986004224
205080	MEL-IPI_Pat123	ACH-000747	0.9979643551108928
205116	MEL-IPI_Pat123	ACH-000824	0.9979651650432114
204979	MEL-IPI_Pat123	ACH-000552	0.9979652174128596
205176	MEL-IPI_Pat123	ACH-000951	0.9979662471392885
204934	MEL-IPI_Pat123	ACH-000450	0.9979674947168667
204795	MEL-IPI_Pat123	ACH-000129	0.9979675485510618
204820	MEL-IPI_Pat123	ACH-000192	0.9979720895453026
205143	MEL-IPI_Pat123	ACH-000869	0.9979722760966371
205044	MEL-IPI_Pat123	ACH-000672	0.9979737005481271
205207	MEL-IPI_Pat123	ACH-001233	0.9979743823266446
204877	MEL-IPI_Pat123	ACH-000343	0.9979745075253806
204771	MEL-IPI_Pat123	ACH-000055	0.997974589484234
204756	MEL-IPI_Pat123	ACH-000001	0.9979746966462959
205179	MEL-IPI_Pat123	ACH-000962	0.9979752084085085
205082	MEL-IPI_Pat123	ACH-000749	0.9979758254768039
205191	MEL-IPI_Pat123	ACH-000998	0.9979758577113751
205091	MEL-IPI_Pat123	ACH-000775	0.9979769665705198
205104	MEL-IPI_Pat123	ACH-000798	0.9979776266719413
205167	MEL-IPI_Pat123	ACH-000924	0.9979785206052253
204867	MEL-IPI_Pat123	ACH-000311	0.9979787085936118
205198	MEL-IPI_Pat123	ACH-001065	0.9979791229900357
205158	MEL-IPI_Pat123	ACH-000902	0.9979797778755286
204996	MEL-IPI_Pat123	ACH-000581	0.9979798592724677
204847	MEL-IPI_Pat123	ACH-000258	0.9979829374590512
204903	MEL-IPI_Pat123	ACH-000392	0.9979836525128712
205183	MEL-IPI_Pat123	ACH-000970	0.9979844414896949
204765	MEL-IPI_Pat123	ACH-000030	0.9979860522374109
205107	MEL-IPI_Pat123	ACH-000803	0.9979867244100613
204797	MEL-IPI_Pat123	ACH-000138	0.9979869994473495
205182	MEL-IPI_Pat123	ACH-000968	0.9979871697986066
205141	MEL-IPI_Pat123	ACH-000866	0.997988304441918
205156	MEL-IPI_Pat123	ACH-000894	0.9979890278954325
205042	MEL-IPI_Pat123	ACH-000669	0.9979896921835224
205184	MEL-IPI_Pat123	ACH-000971	0.9979898659996826
205007	MEL-IPI_Pat123	ACH-000605	0.9979901357461208
205000	MEL-IPI_Pat123	ACH-000587	0.9979907603917996
204911	MEL-IPI_Pat123	ACH-000408	0.9979916746470281
204938	MEL-IPI_Pat123	ACH-000463	0.9979930302123907
204832	MEL-IPI_Pat123	ACH-000225	0.9979932269968255
205039	MEL-IPI_Pat123	ACH-000666	0.9979934127759184
204881	MEL-IPI_Pat123	ACH-000350	0.9979940293050201
205147	MEL-IPI_Pat123	ACH-000880	0.9979941269150026
204787	MEL-IPI_Pat123	ACH-000109	0.9979950631807533
