	case	comparison	SNF: FDA & CGC
205182	MO_1410	ACH-000968	0.9978996769956515
205082	MO_1410	ACH-000749	0.9979010132643558
204979	MO_1410	ACH-000552	0.9979014524363399
204971	MO_1410	ACH-000532	0.9979019040952118
205023	MO_1410	ACH-000633	0.9979022759869955
205175	MO_1410	ACH-000949	0.9979023115796191
205181	MO_1410	ACH-000966	0.9979024165740474
204910	MO_1410	ACH-000403	0.9979029280696361
204871	MO_1410	ACH-000322	0.9979030551343712
205090	MO_1410	ACH-000772	0.9979035354543538
205039	MO_1410	ACH-000666	0.9979037141525824
204830	MO_1410	ACH-000222	0.9979044012536022
205041	MO_1410	ACH-000668	0.9979046137728066
204859	MO_1410	ACH-000292	0.9979052533601065
204781	MO_1410	ACH-000099	0.9979052939051171
204834	MO_1410	ACH-000231	0.9979057719023555
205057	MO_1410	ACH-000698	0.9979059618603991
204916	MO_1410	ACH-000423	0.99790596419134
204765	MO_1410	ACH-000030	0.9979063583171586
204808	MO_1410	ACH-000161	0.9979065185832944
204843	MO_1410	ACH-000250	0.9979066115110651
205030	MO_1410	ACH-000648	0.9979070216644278
205044	MO_1410	ACH-000672	0.9979072742321139
205190	MO_1410	ACH-000991	0.9979083612259758
204895	MO_1410	ACH-000376	0.9979084623743165
205043	MO_1410	ACH-000670	0.9979085582899027
204970	MO_1410	ACH-000530	0.9979092154006127
205124	MO_1410	ACH-000841	0.9979093265585323
204969	MO_1410	ACH-000528	0.9979095731184738
205122	MO_1410	ACH-000835	0.9979096746799121
205179	MO_1410	ACH-000962	0.9979099992627226
204909	MO_1410	ACH-000401	0.997910092576409
204922	MO_1410	ACH-000430	0.9979101838312923
204877	MO_1410	ACH-000343	0.9979102411534869
204860	MO_1410	ACH-000293	0.9979103048159296
204904	MO_1410	ACH-000394	0.9979103210189472
204954	MO_1410	ACH-000496	0.9979106817531713
205025	MO_1410	ACH-000638	0.9979108362812646
205123	MO_1410	ACH-000840	0.997910847117091
205079	MO_1410	ACH-000744	0.9979110948871273
205197	MO_1410	ACH-001049	0.9979111743033927
204805	MO_1410	ACH-000153	0.9979114852244575
205094	MO_1410	ACH-000780	0.9979116471254976
204831	MO_1410	ACH-000223	0.9979117186550346
204844	MO_1410	ACH-000252	0.9979120818325141
204813	MO_1410	ACH-000178	0.9979124117667886
204807	MO_1410	ACH-000159	0.9979124177999759
205139	MO_1410	ACH-000864	0.9979124447229649
205116	MO_1410	ACH-000824	0.9979125305059144
204847	MO_1410	ACH-000258	0.997912615701153
205051	MO_1410	ACH-000681	0.9979126227356702
205001	MO_1410	ACH-000589	0.9979126940107075
204880	MO_1410	ACH-000349	0.9979128634460566
205110	MO_1410	ACH-000811	0.9979129548229047
205184	MO_1410	ACH-000971	0.9979139415349465
204908	MO_1410	ACH-000400	0.9979145336852537
204957	MO_1410	ACH-000506	0.9979146113299006
204885	MO_1410	ACH-000354	0.9979148771977981
205091	MO_1410	ACH-000775	0.9979149180418873
205191	MO_1410	ACH-000998	0.9979149407593199
205007	MO_1410	ACH-000605	0.9979150238148767
205162	MO_1410	ACH-000911	0.9979151514281072
205009	MO_1410	ACH-000610	0.9979166307084252
205098	MO_1410	ACH-000787	0.9979171191191017
205008	MO_1410	ACH-000609	0.9979174495858806
204881	MO_1410	ACH-000350	0.9979175822610036
204787	MO_1410	ACH-000109	0.99791838417231
205101	MO_1410	ACH-000790	0.9979184724719321
204934	MO_1410	ACH-000450	0.9979185319652895
204784	MO_1410	ACH-000103	0.997918569017162
205064	MO_1410	ACH-000716	0.9979190571697356
204774	MO_1410	ACH-000075	0.9979195884536218
204937	MO_1410	ACH-000457	0.9979197568140767
205143	MO_1410	ACH-000869	0.9979198501016268
205088	MO_1410	ACH-000767	0.99792053562723
204866	MO_1410	ACH-000309	0.9979208924031487
204858	MO_1410	ACH-000291	0.9979216808570808
205151	MO_1410	ACH-000886	0.9979217187034423
204872	MO_1410	ACH-000329	0.9979221711165578
205198	MO_1410	ACH-001065	0.9979223104305631
205171	MO_1410	ACH-000930	0.9979226813595201
205075	MO_1410	ACH-000733	0.9979227725387697
205148	MO_1410	ACH-000881	0.9979227979598867
205121	MO_1410	ACH-000830	0.9979231189235571
205065	MO_1410	ACH-000717	0.9979232118169707
205130	MO_1410	ACH-000852	0.997923419921708
