	case	comparison	SNF: FDA & CGC
204968	PROS12319B-SU2C-06115121	ACH-000527	0.9979943959446791
205145	PROS12319B-SU2C-06115121	ACH-000873	0.9979943966286186
205113	PROS12319B-SU2C-06115121	ACH-000818	0.9979945142789014
205035	PROS12319B-SU2C-06115121	ACH-000657	0.9979945154711595
205100	PROS12319B-SU2C-06115121	ACH-000789	0.9979947735630792
205119	PROS12319B-SU2C-06115121	ACH-000827	0.9979948359217382
205071	PROS12319B-SU2C-06115121	ACH-000725	0.9979958330243272
205110	PROS12319B-SU2C-06115121	ACH-000811	0.9979959834933875
204851	PROS12319B-SU2C-06115121	ACH-000269	0.9979959852571192
205060	PROS12319B-SU2C-06115121	ACH-000704	0.9979961183586047
205097	PROS12319B-SU2C-06115121	ACH-000784	0.9979961837356697
204942	PROS12319B-SU2C-06115121	ACH-000472	0.9979963831540212
204887	PROS12319B-SU2C-06115121	ACH-000356	0.9979965600712125
205036	PROS12319B-SU2C-06115121	ACH-000662	0.9979970334592103
205072	PROS12319B-SU2C-06115121	ACH-000727	0.997997614213192
205126	PROS12319B-SU2C-06115121	ACH-000846	0.9979977279144004
204905	PROS12319B-SU2C-06115121	ACH-000395	0.99799803178467
204810	PROS12319B-SU2C-06115121	ACH-000171	0.9979980341260953
205106	PROS12319B-SU2C-06115121	ACH-000802	0.9979981097421855
204933	PROS12319B-SU2C-06115121	ACH-000449	0.9979982017970592
205127	PROS12319B-SU2C-06115121	ACH-000847	0.9979987308685073
205165	PROS12319B-SU2C-06115121	ACH-000917	0.9979989516367253
205203	PROS12319B-SU2C-06115121	ACH-001138	0.9979990852439102
204868	PROS12319B-SU2C-06115121	ACH-000318	0.9979991641257568
205103	PROS12319B-SU2C-06115121	ACH-000793	0.9979996144661053
205154	PROS12319B-SU2C-06115121	ACH-000892	0.9979999311996922
204946	PROS12319B-SU2C-06115121	ACH-000481	0.9980000369675717
204994	PROS12319B-SU2C-06115121	ACH-000577	0.9980000900500275
204862	PROS12319B-SU2C-06115121	ACH-000303	0.9980001072243903
205195	PROS12319B-SU2C-06115121	ACH-001024	0.9980002362785526
204854	PROS12319B-SU2C-06115121	ACH-000277	0.9980005673294376
205152	PROS12319B-SU2C-06115121	ACH-000888	0.998001320765041
204852	PROS12319B-SU2C-06115121	ACH-000270	0.9980013446606345
205099	PROS12319B-SU2C-06115121	ACH-000788	0.9980019767875887
205031	PROS12319B-SU2C-06115121	ACH-000650	0.9980023267393929
205164	PROS12319B-SU2C-06115121	ACH-000916	0.9980025951673217
204838	PROS12319B-SU2C-06115121	ACH-000242	0.9980029851988187
204841	PROS12319B-SU2C-06115121	ACH-000248	0.9980031139909596
205140	PROS12319B-SU2C-06115121	ACH-000865	0.9980031674936444
204958	PROS12319B-SU2C-06115121	ACH-000508	0.99800341505691
205011	PROS12319B-SU2C-06115121	ACH-000614	0.9980034845875785
204800	PROS12319B-SU2C-06115121	ACH-000144	0.9980035149515338
204760	PROS12319B-SU2C-06115121	ACH-000012	0.9980038468666896
204793	PROS12319B-SU2C-06115121	ACH-000118	0.9980051223559926
205169	PROS12319B-SU2C-06115121	ACH-000927	0.9980052326541141
205115	PROS12319B-SU2C-06115121	ACH-000823	0.9980054132560475
204940	PROS12319B-SU2C-06115121	ACH-000469	0.9980054199298721
205026	PROS12319B-SU2C-06115121	ACH-000639	0.9980054884365581
205149	PROS12319B-SU2C-06115121	ACH-000882	0.9980073278096991
205084	PROS12319B-SU2C-06115121	ACH-000755	0.9980075971514303
205173	PROS12319B-SU2C-06115121	ACH-000945	0.9980097055821757
205187	PROS12319B-SU2C-06115121	ACH-000985	0.998010075572703
205188	PROS12319B-SU2C-06115121	ACH-000986	0.9980100955029956
205180	PROS12319B-SU2C-06115121	ACH-000963	0.9980101910738645
205087	PROS12319B-SU2C-06115121	ACH-000766	0.9980102481881151
205178	PROS12319B-SU2C-06115121	ACH-000957	0.9980107732113485
